,xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,is_outside,tagged_sequence
536,/html/body/document/type/sequence/filename/description/text/div[23]/p[14]/font,"” means a CVR, as defined in the CVR Agreement (as in effect as of the date of this Agreement).",536,,,,,,,,,,,,1,o
537,/html/body/document/type/sequence/filename/description/text/div[23]/p[16]/font,“,537,,,,,,,,,,,,1,o
538,/html/body/document/type/sequence/filename/description/text/div[23]/p[16]/font/u,CVR Agreement,538,,,,,,,,,,,,1,o
539,/html/body/document/type/sequence/filename/description/text/div[23]/p[16]/font,"” means the Contingent Value Rights Agreement, dated as of January 28, 2020, among the Company and Computershare Inc.",539,,,,,,,,,,,,1,o
540,/html/body/document/type/sequence/filename/description/text/div[23]/p[18]/font,“,540,,,,,,,,,,,,1,o
541,/html/body/document/type/sequence/filename/description/text/div[23]/p[18]/font/u,Deposit Agreement,541,,,,,,,,,,,,1,o
542,/html/body/document/type/sequence/filename/description/text/div[23]/p[18]/font,"” means the Amended and Restated Deposit Agreement, dated as of February 6, 2020, by and among Parent, Deutsche Bank Trust Company Americas,",542,,,,,,,,,,,,1,o
543,/html/body/document/type/sequence/filename/description/text/div[23]/p[20],7,543,/html/body/document/type/sequence/filename/description/text/div[23]/p[20],7,n,10.0,"['5689.5px', '716.664px', '6.67188px', '15px']",1.0,11.0,5689.5,716.664,6.67188,15.0,0,s_n
545,/html/body/document/type/sequence/filename/description/text/div[25]/p[2]/font,acting in its capacity as depositary (the “,545,,,,,,,,,,,,1,o
546,/html/body/document/type/sequence/filename/description/text/div[25]/p[2]/font/u,ADS Depository,546,,,,,,,,,,,,1,o
547,/html/body/document/type/sequence/filename/description/text/div[25]/p[2]/font,"”), and all holders and beneficial owners of Parent ADSs.",547,,,,,,,,,,,,1,o
548,/html/body/document/type/sequence/filename/description/text/div[25]/p[4]/font,“,548,,,,,,,,,,,,1,o
549,/html/body/document/type/sequence/filename/description/text/div[25]/p[4]/font/u,DTRs,549,,,,,,,,,,,,1,o
550,/html/body/document/type/sequence/filename/description/text/div[25]/p[4]/font,” means the disclosure guidance and transparency rules made by the FCA acting under Part VI of FSMA (as set out in the FCA Handbook published by the FCA).,550,,,,,,,,,,,,1,o
551,/html/body/document/type/sequence/filename/description/text/div[25]/p[6]/font,“,551,,,,,,,,,,,,1,o
552,/html/body/document/type/sequence/filename/description/text/div[25]/p[6]/font/u,Environmental Law,552,,,,,,,,,,,,1,o
553,/html/body/document/type/sequence/filename/description/text/div[25]/p[6]/font,"” means any Applicable Law relating to (i) the protection, preservation or restoration of the environment (including air, surface water, groundwater, drinking water supply, surface land, subsurface land, plant and animal life or any other natural resource), or (ii) the exposure to, or the use, storage, recycling, treatment, generation, transportation, processing, handling, labeling, production, release or disposal of Hazardous Substances.",553,,,,,,,,,,,,1,o
554,/html/body/document/type/sequence/filename/description/text/div[25]/p[8]/font,“,554,,,,,,,,,,,,1,o
555,/html/body/document/type/sequence/filename/description/text/div[25]/p[8]/font/u,Environmental Permits,555,,,,,,,,,,,,1,o
556,/html/body/document/type/sequence/filename/description/text/div[25]/p[8]/font,"” means all permits, licenses, franchises, consents (including consents required by Contract), variances, exemptions, orders, certificates, approvals and other similar authorizations of Governmental Authorities required by Environmental Law and affecting, or relating to, the business of the Company or any of its Subsidiaries, or the business of Parent or any of its Subsidiaries, as applicable.",556,,,,,,,,,,,,1,o
557,/html/body/document/type/sequence/filename/description/text/div[25]/p[10]/font,“,557,,,,,,,,,,,,1,o
558,/html/body/document/type/sequence/filename/description/text/div[25]/p[10]/font/u[1],Equity Award Exchange Ratio,558,,,,,,,,,,,,1,o
559,/html/body/document/type/sequence/filename/description/text/div[25]/p[10]/font,"” means the sum, rounded to the four decimal places, equal to (i) the Exchange Ratio,",559,,,,,,,,,,,,1,o
560,/html/body/document/type/sequence/filename/description/text/div[25]/p[10]/font/u[2],plus,560,,,,,,,,,,,,1,o
561,/html/body/document/type/sequence/filename/description/text/div[25]/p[10]/font,"(ii) the quotient of (A) the Cash Consideration,",561,,,,,,,,,,,,1,o
562,/html/body/document/type/sequence/filename/description/text/div[25]/p[10]/font/u[3],divided by,562,,,,,,,,,,,,1,o
563,/html/body/document/type/sequence/filename/description/text/div[25]/p[10]/font,(B) the Parent ADS Price.,563,,,,,,,,,,,,1,o
564,/html/body/document/type/sequence/filename/description/text/div[25]/p[12]/font,“,564,,,,,,,,,,,,1,o
565,/html/body/document/type/sequence/filename/description/text/div[25]/p[12]/font/u,Equity Securities,565,,,,,,,,,,,,1,o
566,/html/body/document/type/sequence/filename/description/text/div[25]/p[12]/font,"” means, with respect to any Person, (i) any shares of capital stock or other voting securities of, or other ownership interest in, such Person, (ii) any securities of such Person convertible into or exchangeable for shares of capital stock or other voting securities of, or other ownership interests in, such Person or any of its Subsidiaries, (iii) any warrants, calls, options or other rights to acquire from such Person, or other obligations of such Person to issue, any capital stock or other voting securities of, or other ownership interests in, or securities convertible into or exchangeable for capital stock or other voting securities of, or other ownership interests in, such Person or any of its Subsidiaries, or (iv) any restricted shares, stock appreciation rights, performance units, contingent value rights, “phantom” stock or similar securities or rights issued by or with the approval of such Person that are derivative of, or provide economic benefits based, directly or indirectly, on the value or price of, any capital stock or other voting securities of, other membership, partnership or other ownership interests in, or any business, products or assets of, such Person or any of its Subsidiaries.",566,,,,,,,,,,,,1,o
567,/html/body/document/type/sequence/filename/description/text/div[25]/p[14]/font,“,567,,,,,,,,,,,,1,o
568,/html/body/document/type/sequence/filename/description/text/div[25]/p[14]/font/u,ERISA,568,,,,,,,,,,,,1,o
569,/html/body/document/type/sequence/filename/description/text/div[25]/p[14]/font,” means the Employee Retirement Income Security Act of 1974.,569,,,,,,,,,,,,1,o
570,/html/body/document/type/sequence/filename/description/text/div[25]/p[16]/font,“,570,,,,,,,,,,,,1,o
571,/html/body/document/type/sequence/filename/description/text/div[25]/p[16]/font/u,ERISA Affiliate,571,,,,,,,,,,,,1,o
572,/html/body/document/type/sequence/filename/description/text/div[25]/p[16]/font,"” means, with respect to any entity, any other entity that, together with such entity, would be treated as a single employer under Section 414 of the Code.",572,,,,,,,,,,,,1,o
573,/html/body/document/type/sequence/filename/description/text/div[25]/p[18]/font,“,573,,,,,,,,,,,,1,o
574,/html/body/document/type/sequence/filename/description/text/div[25]/p[18]/font/u,Excepted Stockholder,574,,,,,,,,,,,,1,o
575,/html/body/document/type/sequence/filename/description/text/div[25]/p[18]/font,” means any stockholder of the Company that would be a “five-percent transferee shareholder” of Parent within the meaning of Treasury Regulations Section 1.367(a)-3(c)(5)(ii) following the Mergers that does not enter into a five-year gain recognition agreement in the form provided in Treasury Regulations Section 1.367(a)-8(c).,575,,,,,,,,,,,,1,o
576,/html/body/document/type/sequence/filename/description/text/div[25]/p[20]/font,“,576,,,,,,,,,,,,1,o
577,/html/body/document/type/sequence/filename/description/text/div[25]/p[20]/font/u,FCA,577,,,,,,,,,,,,1,o
578,/html/body/document/type/sequence/filename/description/text/div[25]/p[20]/font,” means the United Kingdom Financial Conduct Authority.,578,,,,,,,,,,,,1,o
579,/html/body/document/type/sequence/filename/description/text/div[25]/p[22],8,579,/html/body/document/type/sequence/filename/description/text/div[25]/p[22],8,n,11.0,"['6158px', '716.664px', '6.67188px', '15px']",1.0,12.0,6158.0,716.664,6.67188,15.0,0,s_n
581,/html/body/document/type/sequence/filename/description/text/div[27]/p[2]/font,“,581,,,,,,,,,,,,1,o
582,/html/body/document/type/sequence/filename/description/text/div[27]/p[2]/font/u,FCPA,582,,,,,,,,,,,,1,o
583,/html/body/document/type/sequence/filename/description/text/div[27]/p[2]/font,” means the Foreign Corrupt Practices Act of 1977.,583,,,,,,,,,,,,1,o
584,/html/body/document/type/sequence/filename/description/text/div[27]/p[4]/font,“,584,,,,,,,,,,,,1,o
585,/html/body/document/type/sequence/filename/description/text/div[27]/p[4]/font/u,Filing,585,,,,,,,,,,,,1,o
586,/html/body/document/type/sequence/filename/description/text/div[27]/p[4]/font,"” means any registration, petition, statement, application, schedule, form, declaration, notice, notification, report, submission or other filing.",586,,,,,,,,,,,,1,o
587,/html/body/document/type/sequence/filename/description/text/div[27]/p[6]/font,“,587,,,,,,,,,,,,1,o
588,/html/body/document/type/sequence/filename/description/text/div[27]/p[6]/font/u[1],Financing Sources,588,,,,,,,,,,,,1,o
589,/html/body/document/type/sequence/filename/description/text/div[27]/p[6]/font,"” means the Persons that have entered into or will enter into commitment letters, credit agreements, indentures or other agreements with Parent and/or one or more subsidiaries of Parent in connection with the Debt Financing, including any applicable agents, arrangers, lenders, underwriters, initial purchasers and other entities that provide or arrange all or part of the Debt Financing and their respective Representatives, Affiliates, successors and assigns;",589,,,,,,,,,,,,1,o
590,/html/body/document/type/sequence/filename/description/text/div[27]/p[6]/font/u[2],provided,590,,,,,,,,,,,,1,o
591,/html/body/document/type/sequence/filename/description/text/div[27]/p[6]/font,", that neither Parent nor any Affiliate of Parent shall be a Financing Source.",591,,,,,,,,,,,,1,o
592,/html/body/document/type/sequence/filename/description/text/div[27]/p[8]/font,“,592,,,,,,,,,,,,1,o
593,/html/body/document/type/sequence/filename/description/text/div[27]/p[8]/font/u,FRC,593,,,,,,,,,,,,1,o
594,/html/body/document/type/sequence/filename/description/text/div[27]/p[8]/font,” means the U.K. Financial Reporting Council.,594,,,,,,,,,,,,1,o
595,/html/body/document/type/sequence/filename/description/text/div[27]/p[10]/font,“,595,,,,,,,,,,,,1,o
596,/html/body/document/type/sequence/filename/description/text/div[27]/p[10]/font/u,FSMA,596,,,,,,,,,,,,1,o
597,/html/body/document/type/sequence/filename/description/text/div[27]/p[10]/font,” means the U.K. Financial Services and Markets Act 2000.,597,,,,,,,,,,,,1,o
598,/html/body/document/type/sequence/filename/description/text/div[27]/p[12]/font,“,598,,,,,,,,,,,,1,o
599,/html/body/document/type/sequence/filename/description/text/div[27]/p[12]/font/u,GAAP,599,,,,,,,,,,,,1,o
600,/html/body/document/type/sequence/filename/description/text/div[27]/p[12]/font,” means United States generally accepted accounting principles.,600,,,,,,,,,,,,1,o
601,/html/body/document/type/sequence/filename/description/text/div[27]/p[14]/font,“,601,,,,,,,,,,,,1,o
602,/html/body/document/type/sequence/filename/description/text/div[27]/p[14]/font/u,Governmental Authority,602,,,,,,,,,,,,1,o
603,/html/body/document/type/sequence/filename/description/text/div[27]/p[14]/font,"” means any transnational, domestic or foreign federal, state or local governmental, regulatory or administrative authority, department, court, agency, commission or official, including any political subdivision thereof, or any non-governmental self-regulatory agency, commission or authority and any arbitral tribunal.",603,,,,,,,,,,,,1,o
604,/html/body/document/type/sequence/filename/description/text/div[27]/p[16]/font,“,604,,,,,,,,,,,,1,o
605,/html/body/document/type/sequence/filename/description/text/div[27]/p[16]/font/u,Group,605,,,,,,,,,,,,1,o
606,/html/body/document/type/sequence/filename/description/text/div[27]/p[16]/font,” means a “group” as defined in Section 13(d) of the 1934 Act.,606,,,,,,,,,,,,1,o
607,/html/body/document/type/sequence/filename/description/text/div[27]/p[18]/font,“,607,,,,,,,,,,,,1,o
608,/html/body/document/type/sequence/filename/description/text/div[27]/p[18]/font/u,Hazardous Substance,608,,,,,,,,,,,,1,o
609,/html/body/document/type/sequence/filename/description/text/div[27]/p[18]/font,"” means any substance, material or waste that is listed, defined, designated or classified as hazardous, toxic, radioactive, dangerous or a “pollutant” or “contaminant” or words of similar meaning under any Environmental Law or that is otherwise regulated by any Governmental Authority with jurisdiction over the environment or natural resources, including petroleum or any derivative or byproduct thereof, radon, radioactive material, asbestos or asbestos-containing material, urea formaldehyde, foam insulation or polychlorinated biphenyls.",609,,,,,,,,,,,,1,o
610,/html/body/document/type/sequence/filename/description/text/div[27]/p[20]/font,“,610,,,,,,,,,,,,1,o
611,/html/body/document/type/sequence/filename/description/text/div[27]/p[20]/font/u,HSR Act,611,,,,,,,,,,,,1,o
612,/html/body/document/type/sequence/filename/description/text/div[27]/p[20]/font,” means the Hart-Scott-Rodino Antitrust Improvements Act of 1976.,612,,,,,,,,,,,,1,o
613,/html/body/document/type/sequence/filename/description/text/div[27]/p[22]/font,“,613,,,,,,,,,,,,1,o
614,/html/body/document/type/sequence/filename/description/text/div[27]/p[22]/font/u,IFRS,614,,,,,,,,,,,,1,o
615,/html/body/document/type/sequence/filename/description/text/div[27]/p[22]/font,” means International Financial Reporting Standards as issued by the International Accounting Standards Board and as adopted by the European Union.,615,,,,,,,,,,,,1,o
616,/html/body/document/type/sequence/filename/description/text/div[27]/p[24]/font,“,616,,,,,,,,,,,,1,o
617,/html/body/document/type/sequence/filename/description/text/div[27]/p[24]/font/u[1],Intellectual Property Rights,617,,,,,,,,,,,,1,o
618,/html/body/document/type/sequence/filename/description/text/div[27]/p[24]/font,"” means any and all common law or statutory rights anywhere in the world arising under or associated with:  (i) patents, patent applications (including all divisions, continuations, continuations-in-part, reissues and reexaminations, and any extensions and counterparts of patents), statutory invention registrations, registered designs, and similar or equivalent rights in inventions (“",618,,,,,,,,,,,,1,o
619,/html/body/document/type/sequence/filename/description/text/div[27]/p[24]/font/u[2],Patents,619,,,,,,,,,,,,1,o
620,/html/body/document/type/sequence/filename/description/text/div[27]/p[24]/font,"”); (ii) trademarks, service marks, trade dress, trade names, logos, and other designations or indicia of origin, and all registrations and applications relating to the foregoing (“",620,,,,,,,,,,,,1,o
621,/html/body/document/type/sequence/filename/description/text/div[27]/p[24]/font/u[3],Marks,621,,,,,,,,,,,,1,o
622,/html/body/document/type/sequence/filename/description/text/div[27]/p[24]/font,"”); (iii) domain names, uniform resource locators, Internet Protocol addresses, social media handles, and other names, identifiers, and locators associated with Internet addresses, sites, and services; (iv) registered and unregistered copyrights",622,,,,,,,,,,,,1,o
623,/html/body/document/type/sequence/filename/description/text/div[27]/p[26],9,623,/html/body/document/type/sequence/filename/description/text/div[27]/p[26],9,n,12.0,"['6704px', '716.664px', '6.67188px', '15px']",1.0,13.0,6704.0,716.664,6.67188,15.0,0,s_n
625,/html/body/document/type/sequence/filename/description/text/div[29]/p[2]/font,"and any other equivalent rights in works of authorship (whether or not registerable, including rights in software as a work of authorship) and any other related rights of authors, all registrations and applications to register the same, and all renewals, extensions, reversions and restorations thereof (“",625,,,,,,,,,,,,1,o
626,/html/body/document/type/sequence/filename/description/text/div[29]/p[2]/font/u[1],Copyrights,626,,,,,,,,,,,,1,o
627,/html/body/document/type/sequence/filename/description/text/div[29]/p[2]/font,"”); (v) trade secrets and industrial secret rights, and rights in know-how, data and confidential or proprietary business or technical information, including formulations, formulae, technical, research, clinical and other data, in each case, that derives independent economic value, whether actual or potential, from not being known to other Persons (“",627,,,,,,,,,,,,1,o
628,/html/body/document/type/sequence/filename/description/text/div[29]/p[2]/font/u[2],Trade Secrets,628,,,,,,,,,,,,1,o
629,/html/body/document/type/sequence/filename/description/text/div[29]/p[2]/font,”); and (vi) other similar or equivalent intellectual property or proprietary rights anywhere in the world.,629,,,,,,,,,,,,1,o
630,/html/body/document/type/sequence/filename/description/text/div[29]/p[4]/font,“,630,,,,,,,,,,,,1,o
631,/html/body/document/type/sequence/filename/description/text/div[29]/p[4]/font/u[1],knowledge,631,,,,,,,,,,,,1,o
632,/html/body/document/type/sequence/filename/description/text/div[29]/p[4]/font,"” means (i) with respect to the Company, the actual knowledge of those individuals set forth in",632,,,,,,,,,,,,1,o
633,/html/body/document/type/sequence/filename/description/text/div[29]/p[4]/font/u[2],Section 1.01,633,,,,,,,,,,,,1,o
634,/html/body/document/type/sequence/filename/description/text/div[29]/p[4]/font,"of the Company Disclosure Schedule and (ii) with respect to Parent, the actual knowledge of those individuals set forth in",634,,,,,,,,,,,,1,o
635,/html/body/document/type/sequence/filename/description/text/div[29]/p[4]/font/u[3],Section 1.01,635,,,,,,,,,,,,1,o
636,/html/body/document/type/sequence/filename/description/text/div[29]/p[4]/font,of the Parent Disclosure Schedule.  None of the individuals set forth in,636,,,,,,,,,,,,1,o
637,/html/body/document/type/sequence/filename/description/text/div[29]/p[4]/font/u[4],Section 1.01,637,,,,,,,,,,,,1,o
638,/html/body/document/type/sequence/filename/description/text/div[29]/p[4]/font,of the Company Disclosure Schedule or,638,,,,,,,,,,,,1,o
639,/html/body/document/type/sequence/filename/description/text/div[29]/p[4]/font/u[5],Section 1.01,639,,,,,,,,,,,,1,o
640,/html/body/document/type/sequence/filename/description/text/div[29]/p[4]/font,of the Parent Disclosure Schedule shall have any personal liability or obligations regarding such knowledge.,640,,,,,,,,,,,,1,o
641,/html/body/document/type/sequence/filename/description/text/div[29]/p[6]/font,“,641,,,,,,,,,,,,1,o
642,/html/body/document/type/sequence/filename/description/text/div[29]/p[6]/font/u,Licensed Intellectual Property,642,,,,,,,,,,,,1,o
643,/html/body/document/type/sequence/filename/description/text/div[29]/p[6]/font,” means any and all Intellectual Property Rights owned by a Third Party and licensed (including sublicensed) or otherwise granted to the Company of any of its Subsidiaries.,643,,,,,,,,,,,,1,o
644,/html/body/document/type/sequence/filename/description/text/div[29]/p[8]/font,“,644,,,,,,,,,,,,1,o
645,/html/body/document/type/sequence/filename/description/text/div[29]/p[8]/font/u,Lien,645,,,,,,,,,,,,1,o
646,/html/body/document/type/sequence/filename/description/text/div[29]/p[8]/font,"” means, with respect to any property or asset, any mortgage, lien, pledge, charge, security interest or other encumbrance of any kind in respect of such property or asset.",646,,,,,,,,,,,,1,o
647,/html/body/document/type/sequence/filename/description/text/div[29]/p[10]/font,“,647,,,,,,,,,,,,1,o
648,/html/body/document/type/sequence/filename/description/text/div[29]/p[10]/font/u,Listing Rules,648,,,,,,,,,,,,1,o
649,/html/body/document/type/sequence/filename/description/text/div[29]/p[10]/font,” means the listing rules made by the FCA pursuant to Part VI of the FSMA and contained in the FCA’s publication of the same name.,649,,,,,,,,,,,,1,o
650,/html/body/document/type/sequence/filename/description/text/div[29]/p[12]/font,“,650,,,,,,,,,,,,1,o
651,/html/body/document/type/sequence/filename/description/text/div[29]/p[12]/font/u,LSE,651,,,,,,,,,,,,1,o
652,/html/body/document/type/sequence/filename/description/text/div[29]/p[12]/font,” means London Stock Exchange plc.,652,,,,,,,,,,,,1,o
653,/html/body/document/type/sequence/filename/description/text/div[29]/p[14]/font,“,653,,,,,,,,,,,,1,o
654,/html/body/document/type/sequence/filename/description/text/div[29]/p[14]/font/u,MAR,654,,,,,,,,,,,,1,o
655,/html/body/document/type/sequence/filename/description/text/div[29]/p[14]/font,” means Regulation (EU) No 596/2014 of the European Parliament and of the Council of 16 April 2014 on market abuse.,655,,,,,,,,,,,,1,o
656,/html/body/document/type/sequence/filename/description/text/div[29]/p[16]/font,“,656,,,,,,,,,,,,1,o
657,/html/body/document/type/sequence/filename/description/text/div[29]/p[16]/font/u,Order,657,,,,,,,,,,,,1,o
658,/html/body/document/type/sequence/filename/description/text/div[29]/p[16]/font,"” means any order, writ, decree, judgment, award, injunction, ruling, settlement or stipulation issued, promulgated, made, rendered or entered into by or with any Governmental Authority (in each case, whether temporary, preliminary or permanent).",658,,,,,,,,,,,,1,o
659,/html/body/document/type/sequence/filename/description/text/div[29]/p[18]/font,“,659,,,,,,,,,,,,1,o
660,/html/body/document/type/sequence/filename/description/text/div[29]/p[18]/font/u,Parent Acquisition Proposal,660,,,,,,,,,,,,1,o
661,/html/body/document/type/sequence/filename/description/text/div[29]/p[18]/font,"” means any indication of interest, proposal or offer from any Person or Group, other than the Company and its Subsidiaries, relating to any (i) direct or indirect acquisition (whether in a single transaction or a series of related transactions) of assets of Parent or any of its Subsidiaries (including securities of Subsidiaries) equal to 50% or more of the consolidated assets of Parent, or to which 50% or more of the revenues or earnings of Parent on a consolidated basis are attributable for the most recent fiscal year for which audited financial statements are then available, (ii) direct or indirect acquisition or issuance (whether in a single transaction or a series of related transactions) of 50% or more of the outstanding voting power of Parent or the Parent Ordinary Shares, (iii) tender offer or exchange offer that, if consummated, would result in such Person or Group beneficially owning 50% or more of the outstanding voting power of Parent or the Parent Ordinary Shares, or (iv) merger, consolidation, share exchange, business combination, scheme of arrangement, joint venture, reorganization, recapitalization,",661,,,,,,,,,,,,1,o
662,/html/body/document/type/sequence/filename/description/text/div[29]/p[20],10,662,/html/body/document/type/sequence/filename/description/text/div[29]/p[20],10,n,13.0,"['7157px', '713.328px', '13.3359px', '15px']",1.0,14.0,7157.0,713.328,13.3359,15.0,0,s_n
664,/html/body/document/type/sequence/filename/description/text/div[31]/p[2]/font,"liquidation, dissolution or similar transaction or series of related transactions involving Parent or any of its Subsidiaries, under which such Person or Group or, in the case of clause (B), the stockholders or equityholders of any such Person or Group would acquire, directly or indirectly, (A) assets equal to 50% or more of the consolidated assets of Parent, or to which 50% or more of the revenues or earnings of Parent on a consolidated basis are attributable for the most recent fiscal year for which audited financial statements are then available, or (B) beneficial ownership of 50% or more of the outstanding voting power of Parent or the surviving or resulting entity in such transaction, 50% or more of the outstanding equity or voting securities of the surviving or resulting entity in such transaction or 50% or more of the outstanding Parent Ordinary Shares.",664,,,,,,,,,,,,1,o
665,/html/body/document/type/sequence/filename/description/text/div[31]/p[4]/font,“,665,,,,,,,,,,,,1,o
666,/html/body/document/type/sequence/filename/description/text/div[31]/p[4]/font/u,Parent ADS,666,,,,,,,,,,,,1,o
667,/html/body/document/type/sequence/filename/description/text/div[31]/p[4]/font,” means an American depositary share of Parent representing a beneficial interest in 0.5 Parent Ordinary Shares.,667,,,,,,,,,,,,1,o
668,/html/body/document/type/sequence/filename/description/text/div[31]/p[6]/font,“,668,,,,,,,,,,,,1,o
669,/html/body/document/type/sequence/filename/description/text/div[31]/p[6]/font/u,Parent ADS Price,669,,,,,,,,,,,,1,o
670,/html/body/document/type/sequence/filename/description/text/div[31]/p[6]/font,"” means the average of the volume weighted averages of the trading prices of Parent ADSs on Nasdaq (as reported by Bloomberg L.P. or, if not reported therein, in another authoritative source mutually selected by Parent and the Company in good faith) on each of the five consecutive trading days ending on (and including) the trading day that is two trading days prior to the Closing Date.",670,,,,,,,,,,,,1,o
671,/html/body/document/type/sequence/filename/description/text/div[31]/p[8]/font,“,671,,,,,,,,,,,,1,o
672,/html/body/document/type/sequence/filename/description/text/div[31]/p[8]/font/u,Parent Balance Sheet,672,,,,,,,,,,,,1,o
673,/html/body/document/type/sequence/filename/description/text/div[31]/p[8]/font,"” means the unaudited consolidated balance sheet of Parent and its Subsidiaries as of September 30, 2020, and the footnotes to such consolidated balance sheet, in each case set forth in Parent Public Documents.",673,,,,,,,,,,,,1,o
674,/html/body/document/type/sequence/filename/description/text/div[31]/p[10]/font,“,674,,,,,,,,,,,,1,o
675,/html/body/document/type/sequence/filename/description/text/div[31]/p[10]/font/u,Parent Balance Sheet Date,675,,,,,,,,,,,,1,o
676,/html/body/document/type/sequence/filename/description/text/div[31]/p[10]/font,"” means September 30, 2020.",676,,,,,,,,,,,,1,o
677,/html/body/document/type/sequence/filename/description/text/div[31]/p[12]/font,“,677,,,,,,,,,,,,1,o
678,/html/body/document/type/sequence/filename/description/text/div[31]/p[12]/font/u,Parent Disclosure Schedule,678,,,,,,,,,,,,1,o
679,/html/body/document/type/sequence/filename/description/text/div[31]/p[12]/font,” means the Parent Disclosure Schedule delivered to the Company on the date of this Agreement.,679,,,,,,,,,,,,1,o
680,/html/body/document/type/sequence/filename/description/text/div[31]/p[14]/font,“,680,,,,,,,,,,,,1,o
681,/html/body/document/type/sequence/filename/description/text/div[31]/p[14]/font/u,Parent Employee Plan,681,,,,,,,,,,,,1,o
682,/html/body/document/type/sequence/filename/description/text/div[31]/p[14]/font,"” means any (i) “employee benefit plan” as defined in Section 3(3) of ERISA, (ii) compensation, employment, consulting, severance, termination protection, change in control, transaction bonus, retention or similar plan, agreement, arrangement, program or policy or (iii) other plan, agreement, arrangement, program or policy providing for compensation, bonuses, profit-sharing, equity or equity-based compensation or other forms of incentive or deferred compensation, vacation benefits, insurance (including any self-insured arrangement), medical, dental, vision, prescription or fringe benefits, life insurance, relocation or expatriate benefits, perquisites, disability or sick leave benefits, employee assistance program, workers’ compensation, supplemental unemployment benefits or post-employment or retirement benefits (including compensation, pension, health, medical or insurance benefits), in each case whether or not written (A) that is sponsored, maintained, administered, contributed to or entered into by Parent or any of its Subsidiaries for the current or future benefit of any director, officer, employee or individual consultant (including any former director, officer, employee or individual consultant) of Parent or any of its Subsidiaries or (B) for which Parent or any of its Subsidiaries has any direct or indirect liability and, in each case, other than any statutory plan, statutory program and other statutory arrangement.",682,,,,,,,,,,,,1,o
683,/html/body/document/type/sequence/filename/description/text/div[31]/p[16]/font,“,683,,,,,,,,,,,,1,o
684,/html/body/document/type/sequence/filename/description/text/div[31]/p[16]/font/u,Parent Equity Awards,684,,,,,,,,,,,,1,o
685,/html/body/document/type/sequence/filename/description/text/div[31]/p[16]/font,"” means the Parent Stock Options, the Parent ADS Options, the Parent RSU Awards and the Parent PSU Awards.",685,,,,,,,,,,,,1,o
686,/html/body/document/type/sequence/filename/description/text/div[31]/p[18],11,686,/html/body/document/type/sequence/filename/description/text/div[31]/p[18],11,n,14.0,"['7594.5px', '713.578px', '12.8359px', '15px']",1.0,15.0,7594.5,713.578,12.8359,15.0,0,s_n
688,/html/body/document/type/sequence/filename/description/text/div[33]/p[2]/font,“,688,,,,,,,,,,,,1,o
689,/html/body/document/type/sequence/filename/description/text/div[33]/p[2]/font/u,Parent Intellectual Property,689,,,,,,,,,,,,1,o
690,/html/body/document/type/sequence/filename/description/text/div[33]/p[2]/font,” means the Intellectual Property Rights owned or purported to be owned by Parent or its Subsidiaries.,690,,,,,,,,,,,,1,o
691,/html/body/document/type/sequence/filename/description/text/div[33]/p[4]/font,“,691,,,,,,,,,,,,1,o
692,/html/body/document/type/sequence/filename/description/text/div[33]/p[4]/font/u[1],Parent Intervening Event,692,,,,,,,,,,,,1,o
693,/html/body/document/type/sequence/filename/description/text/div[33]/p[4]/font,"” means any material event, change, effect, development or occurrence that (i) was not known or reasonably foreseeable to the Board of Directors of Parent as of or prior to the date of this Agreement and (ii) does not relate to or involve (A) any Parent Acquisition Proposal, (B) any change in the market price or trading volume of the Parent ADSs or Parent Ordinary Shares (",693,,,,,,,,,,,,1,o
694,/html/body/document/type/sequence/filename/description/text/div[33]/p[4]/font/u[2],provided,694,,,,,,,,,,,,1,o
695,/html/body/document/type/sequence/filename/description/text/div[33]/p[4]/font,", that the underlying cause of such change may be taken into account, to the extent otherwise permitted by this definition), (C) any event, change or circumstance relating to the Company or any of its Affiliates (unless such event, change or circumstance constitutes a Company Material Adverse Effect), (D) any change in conditions generally (including any regulatory changes) affecting the industries or sectors in which the Company, Parent or any of their respective Subsidiaries operates, (E) clearance of the Mergers under the Antitrust Laws or any matters relating thereto or arising therefrom, (F) the taking of any action required or expressly contemplated by this Agreement or (G) the fact, in and of itself, that Parent or any of its Subsidiaries has met or exceeded any internal or published projections, forecasts, estimates or predictions, revenues, earnings or other financial or operating metrics for any period (",695,,,,,,,,,,,,1,o
696,/html/body/document/type/sequence/filename/description/text/div[33]/p[4]/font/u[3],provided,696,,,,,,,,,,,,1,o
697,/html/body/document/type/sequence/filename/description/text/div[33]/p[4]/font,", that the underlying cause thereof may be taken into account, to the extent otherwise permitted by this definition).",697,,,,,,,,,,,,1,o
698,/html/body/document/type/sequence/filename/description/text/div[33]/p[6]/font,“,698,,,,,,,,,,,,1,o
699,/html/body/document/type/sequence/filename/description/text/div[33]/p[6]/font/u[1],Parent Material Adverse Effect,699,,,,,,,,,,,,1,o
700,/html/body/document/type/sequence/filename/description/text/div[33]/p[6]/font,"” means any event, change, effect, circumstance, fact, development or occurrence that has a material adverse effect on the business, operations or financial condition of Parent and its Subsidiaries, taken as a whole;",700,,,,,,,,,,,,1,o
