,xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,is_outside,tagged_sequence
299,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[37]/td[1]/p,8.4.,300,,,,,,,,,,,,1,o
300,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[37]/td[3],Counterparts,301,,,,,,,,,,,,1,o
301,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[37]/td[6],76,302,,,,,,,,,,,,1,o
302,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[39]/td[1]/p,8.5.,303,,,,,,,,,,,,1,o
303,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[39]/td[3],Entire Agreement; Parties in Interest,304,,,,,,,,,,,,1,o
304,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[39]/td[6],76,305,,,,,,,,,,,,1,o
305,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[41]/td[1]/p,8.6.,306,,,,,,,,,,,,1,o
306,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[41]/td[3],Assignment,307,,,,,,,,,,,,1,o
307,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[41]/td[6],76,308,,,,,,,,,,,,1,o
308,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[43]/td[1]/p,8.7.,309,,,,,,,,,,,,1,o
309,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[43]/td[3],Severability,310,,,,,,,,,,,,1,o
310,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[43]/td[6],76,311,,,,,,,,,,,,1,o
311,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[45]/td[1]/p,8.8.,312,,,,,,,,,,,,1,o
312,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[45]/td[3],Remedies Cumulative; Specific Performance,313,,,,,,,,,,,,1,o
313,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[45]/td[6],76,314,,,,,,,,,,,,1,o
314,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[47]/td[1]/p,8.9.,315,,,,,,,,,,,,1,o
315,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[47]/td[3],Governing Law,316,,,,,,,,,,,,1,o
316,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[47]/td[6],77,317,,,,,,,,,,,,1,o
317,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[49]/td[1]/p,8.10.,318,,,,,,,,,,,,1,o
318,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[49]/td[3],Rules of Construction,319,,,,,,,,,,,,1,o
319,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[49]/td[6],77,320,,,,,,,,,,,,1,o
320,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[51]/td[1]/p,8.11.,321,,,,,,,,,,,,1,o
321,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[51]/td[3],WAIVER OF JURY TRIAL,322,,,,,,,,,,,,1,o
322,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[51]/td[6],77,323,,,,,,,,,,,,1,o
323,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[53]/td[1]/p,8.12.,324,,,,,,,,,,,,1,o
324,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[53]/td[3],Original Agreement,325,,,,,,,,,,,,1,o
325,/html/body/document/type/sequence/filename/description/text/center[4]/div/table/tbody/tr[53]/td[6],77,326,,,,,,,,,,,,1,o
326,/html/body/document/type/sequence/filename/description/text/center[4]/div/p[2],iii,327,/html/body/document/type/sequence/filename/description/text/center[4]/div/p[2],iii,n,4.0,"[0.05341421621728084, 0.4961375, 0.007720277777777778, 0.00029543261182124356]",1.0,42.0,0.05341421621728084,0.4961375,0.007720277777777778,0.00029543261182124356,0,s_n
327,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[1]/b,E,328,,,,,,,,,,,,1,o
328,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[1]/b/small,XHIBITS,329,,,,,,,,,,,,1,o
329,/html/body/document/type/sequence/filename/description/text/center[5]/div/table/tbody/tr[2]/td[1]/p/u,Exhibit A,330,,,,,,,,,,,,1,o
330,/html/body/document/type/sequence/filename/description/text/center[5]/div/table/tbody/tr[2]/td[3],-,331,,,,,,,,,,,,1,o
331,/html/body/document/type/sequence/filename/description/text/center[5]/div/table/tbody/tr[2]/td[5],Form of Voting Agreement and Irrevocable Proxy,332,,,,,,,,,,,,1,o
332,/html/body/document/type/sequence/filename/description/text/center[5]/div/table/tbody/tr[3]/td[1]/p/u,Exhibit B,333,,,,,,,,,,,,1,o
333,/html/body/document/type/sequence/filename/description/text/center[5]/div/table/tbody/tr[3]/td[3],-,334,,,,,,,,,,,,1,o
334,/html/body/document/type/sequence/filename/description/text/center[5]/div/table/tbody/tr[3]/td[5],Form of Certificate of Merger,335,,,,,,,,,,,,1,o
335,/html/body/document/type/sequence/filename/description/text/center[5]/div/table/tbody/tr[4]/td[1]/p/u,Exhibit C,336,,,,,,,,,,,,1,o
336,/html/body/document/type/sequence/filename/description/text/center[5]/div/table/tbody/tr[4]/td[3],-,337,,,,,,,,,,,,1,o
337,/html/body/document/type/sequence/filename/description/text/center[5]/div/table/tbody/tr[4]/td[5],Form of Bylaws,338,,,,,,,,,,,,1,o
338,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[5],iv,339,/html/body/document/type/sequence/filename/description/text/center[5]/div/p[5],iv,n,5.0,"[0.05661473617867764, 0.4963972222222222, 0.0072048611111111115, 0.00029543261182124356]",1.0,43.0,0.05661473617867764,0.4963972222222222,0.0072048611111111115,0.00029543261182124356,0,s_n
339,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[1]/b,A,340,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[1]/b,A,st,6.0,"[0.0574517952455045, 0.3738930555555555, 0.2522138888888889, 0.00029543261182124356]",13.0,44.0,0.0574517952455045,0.3738930555555555,0.2522138888888889,0.00029543261182124356,0,b_st
340,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[1]/b/small[1],MENDED,341,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[1]/b/small[1],MENDED,st,6.0,"[0.0574517952455045, 0.3738930555555555, 0.2522138888888889, 0.00029543261182124356]",13.0,45.0,0.0574517952455045,0.3738930555555555,0.2522138888888889,0.00029543261182124356,0,i_st
341,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[1]/b/small[2],AND,342,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[1]/b/small[2],AND,st,6.0,"[0.0574517952455045, 0.3738930555555555, 0.2522138888888889, 0.00029543261182124356]",13.0,46.0,0.0574517952455045,0.3738930555555555,0.2522138888888889,0.00029543261182124356,0,i_st
342,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[1]/b,R,343,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[1]/b,R,st,6.0,"[0.0574517952455045, 0.3738930555555555, 0.2522138888888889, 0.00029543261182124356]",13.0,47.0,0.0574517952455045,0.3738930555555555,0.2522138888888889,0.00029543261182124356,0,i_st
343,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[1]/b/small[3],ESTATED,344,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[1]/b/small[3],ESTATED,st,6.0,"[0.0574517952455045, 0.3738930555555555, 0.2522138888888889, 0.00029543261182124356]",13.0,48.0,0.0574517952455045,0.3738930555555555,0.2522138888888889,0.00029543261182124356,0,i_st
344,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[1]/b,A,345,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[1]/b,A,st,6.0,"[0.0574517952455045, 0.3738930555555555, 0.2522138888888889, 0.00029543261182124356]",13.0,49.0,0.0574517952455045,0.3738930555555555,0.2522138888888889,0.00029543261182124356,0,i_st
345,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[1]/b/small[4],GREEMENT,346,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[1]/b/small[4],GREEMENT,st,6.0,"[0.0574517952455045, 0.3738930555555555, 0.2522138888888889, 0.00029543261182124356]",13.0,50.0,0.0574517952455045,0.3738930555555555,0.2522138888888889,0.00029543261182124356,0,i_st
346,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[1]/b/small[5],AND,347,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[1]/b/small[5],AND,st,6.0,"[0.0574517952455045, 0.3738930555555555, 0.2522138888888889, 0.00029543261182124356]",13.0,51.0,0.0574517952455045,0.3738930555555555,0.2522138888888889,0.00029543261182124356,0,i_st
347,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[1]/b,P,348,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[1]/b,P,st,6.0,"[0.0574517952455045, 0.3738930555555555, 0.2522138888888889, 0.00029543261182124356]",13.0,52.0,0.0574517952455045,0.3738930555555555,0.2522138888888889,0.00029543261182124356,0,i_st
348,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[1]/b/small[6],LAN,349,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[1]/b/small[6],LAN,st,6.0,"[0.0574517952455045, 0.3738930555555555, 0.2522138888888889, 0.00029543261182124356]",13.0,53.0,0.0574517952455045,0.3738930555555555,0.2522138888888889,0.00029543261182124356,0,i_st
349,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[1]/b/small[7],OF,350,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[1]/b/small[7],OF,st,6.0,"[0.0574517952455045, 0.3738930555555555, 0.2522138888888889, 0.00029543261182124356]",13.0,54.0,0.0574517952455045,0.3738930555555555,0.2522138888888889,0.00029543261182124356,0,i_st
350,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[1]/b,M,351,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[1]/b,M,st,6.0,"[0.0574517952455045, 0.3738930555555555, 0.2522138888888889, 0.00029543261182124356]",13.0,55.0,0.0574517952455045,0.3738930555555555,0.2522138888888889,0.00029543261182124356,0,i_st
351,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[1]/b/small[8],ERGER,352,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[1]/b/small[8],ERGER,st,6.0,"[0.0574517952455045, 0.3738930555555555, 0.2522138888888889, 0.00029543261182124356]",13.0,56.0,0.0574517952455045,0.3738930555555555,0.2522138888888889,0.00029543261182124356,0,e_st
352,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[2],"This AMENDED AND RESTATED AGREEMENT AND PLAN OF MERGER
(this “",353,,,,,,,,,,,,1,o
353,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[2]/b[1]/i,Agreement,354,,,,,,,,,,,,1,o
354,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[2],"”) is made and entered into as of January 14, 2021 (the “",355,,,,,,,,,,,,1,o
355,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[2]/b[2]/i,Agreement Date,356,,,,,,,,,,,,1,o
356,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[2],"”), by and among Cisco Systems, Inc., a California corporation (“",357,,,,,,,,,,,,1,o
357,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[2]/b[3]/i,Parent,358,,,,,,,,,,,,1,o
358,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[2],"”), Amarone
Acquisition Corp., a Delaware corporation and wholly-owned subsidiary of Parent (“",359,,,,,,,,,,,,1,o
359,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[2]/b[4]/i,Sub,360,,,,,,,,,,,,1,o
360,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[2],"”), and Acacia Communications, Inc., a Delaware corporation (the “",361,,,,,,,,,,,,1,o
361,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[2]/b[5]/i,Company,362,,,,,,,,,,,,1,o
362,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[2],”).,363,,,,,,,,,,,,1,o
363,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[3]/b,R,364,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[3]/b,R,st,7.0,"[0.05961830106552695, 0.48000208333333333, 0.039995694444444445, 0.00029543261182124356]",2.0,57.0,0.05961830106552695,0.48000208333333333,0.039995694444444445,0.00029543261182124356,0,b_st
364,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[3]/b/small,ECITALS,365,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[3]/b/small,ECITALS,st,7.0,"[0.05961830106552695, 0.48000208333333333, 0.039995694444444445, 0.00029543261182124356]",2.0,58.0,0.05961830106552695,0.48000208333333333,0.039995694444444445,0.00029543261182124356,0,e_st
365,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[4],"A. Parent, Sub and the Company are parties to that certain Agreement and Plan of Merger (the “",366,,,,,,,,,,,,1,o
366,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[4]/b[1]/i,Original Agreement,367,,,,,,,,,,,,1,o
367,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[4],"”),
dated as of July 8, 2019 (the “",368,,,,,,,,,,,,1,o
368,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[4]/b[2]/i,Original Agreement Date,369,,,,,,,,,,,,1,o
369,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[4],"”), pursuant to which Sub would merge with and into the Company (the “",370,,,,,,,,,,,,1,o
370,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[4]/b[3]/i,Merger,371,,,,,,,,,,,,1,o
371,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[4],"”), with the Company to survive the Merger and to become a
wholly-owned subsidiary of Parent, on the terms and subject to the conditions set forth in the Original Agreement.",372,,,,,,,,,,,,1,o
372,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[5],"B. Pursuant to
Section 7.4 of the Original Agreement, Parent, Sub and the Company now desire to amend and restate the Original Agreement in its entirety on the terms and subject to the conditions set forth in this Agreement.",373,,,,,,,,,,,,1,o
373,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[6],C. The board of directors of the Company (the “,374,,,,,,,,,,,,1,o
374,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[6]/b[1]/i,Company Board,375,,,,,,,,,,,,1,o
375,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[6],"”) and the boards of directors of Parent and Sub (or duly
authorized committees thereof) have determined that it would be advisable to, and in the best interests of, their respective companies and the stockholders of their respective companies to consummate the Merger, on the terms and subject to the
conditions set forth in this Agreement, and, in furtherance thereof, have approved and declared advisable this Agreement and the Merger and the other transactions contemplated by this Agreement (collectively, the
“",376,,,,,,,,,,,,1,o
376,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[6]/b[2]/i,Transactions,377,,,,,,,,,,,,1,o
377,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[6],”).,378,,,,,,,,,,,,1,o
378,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[7],"D. Parent, Sub and the Company desire to set forth certain representations, warranties, covenants
and other agreements in connection with the Merger as set forth herein.",379,,,,,,,,,,,,1,o
379,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[8],"E. Concurrently with the execution of this Agreement and as a
material inducement to the willingness of Parent to enter into this Agreement, certain of the Company’s stockholders are entering into voting agreements and irrevocable proxies in substantially the form attached hereto as",380,,,,,,,,,,,,1,o
380,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[8]/u,Exhibit A,381,,,,,,,,,,,,1,o
381,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[8],"(each, a “",382,,,,,,,,,,,,1,o
382,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[8]/b/i,Voting Agreement,383,,,,,,,,,,,,1,o
383,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[8],"”), pursuant to which such stockholders have, among other matters, agreed to vote their shares of Company Common Stock in favor of, and otherwise support, the Merger and the other Transactions, each
on the terms and subject to the conditions set forth in the Voting Agreement.",384,,,,,,,,,,,,1,o
384,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[9],"NOW, THEREFORE, in consideration of the representations,
warranties, covenants and other agreements contained herein, and for other good and valuable consideration, the receipt and sufficiency of which are hereby acknowledged, the parties hereto hereby agree as follows:",385,,,,,,,,,,,,1,o
385,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[10]/b,ARTICLE I,386,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[10]/b,ARTICLE I,sn,8.0,"[0.06761467709215528, 0.4761125, 0.047775624999999995, 0.00029543261182124356]",1.0,59.0,0.06761467709215528,0.4761125,0.047775624999999995,0.00029543261182124356,0,s_sn
386,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[11]/b,THE MERGER,387,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[11]/b,THE MERGER,st,9.0,"[0.0682350855769799, 0.46824027777777777, 0.06352000000000001, 0.00029543261182124356]",1.0,60.0,0.0682350855769799,0.46824027777777777,0.06352000000000001,0.00029543261182124356,0,s_st
387,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[12],1.1.,388,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[12],1.1.,ssn,10.0,"[0.06885549406180451, 0.2393284722222222, 0.013888888888888888, 0.00029543261182124356]",1.0,61.0,0.06885549406180451,0.2393284722222222,0.013888888888888888,0.00029543261182124356,0,s_ssn
388,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[12]/u,Certain Definitions,389,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[12]/u,Certain Definitions,sst,11.0,"[0.06885549406180451, 0.25552847222222225, 0.07352986111111111, 0.00029543261182124356]",1.0,62.0,0.06885549406180451,0.25552847222222225,0.07352986111111111,0.00029543261182124356,0,s_sst
389,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[12],.,390,,,,,,,,,,,,1,o
390,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[13],"(a) As used in this Agreement, the following terms shall have the meanings indicated below.",391,,,,,,,,,,,,1,o
391,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[15],1,392,/html/body/document/type/sequence/filename/description/text/center[6]/div/p[15],1,n,15.0,"[0.06985996494199673, 0.4976833333333333, 0.00463325, 0.00029543261182124356]",1.0,64.0,0.06985996494199673,0.4976833333333333,0.00463325,0.00029543261182124356,0,s_n
392,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[1],“,393,,,,,,,,,,,,1,o
393,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[1]/b/i,Acceptable Confidentiality Agreement,394,,,,,,,,,,,,1,o
394,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[1],"” means a customary
confidentiality agreement (i) that contains provisions that are no less favorable in any material respect to the Company than those contained in the Confidentiality Agreement;",395,,,,,,,,,,,,1,o
395,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[1]/u,provided,396,,,,,,,,,,,,1,o
396,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[1],"that an Acceptable Confidentiality Agreement need
not contain any “standstill” or similar covenant, and (ii) that does not include any provision for any exclusive right to negotiate with such Person or having the actual or purported effect of restricting the Company from fulfilling
its obligations under this Agreement, including under Section 5.3.",397,,,,,,,,,,,,1,o
397,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[2],“,398,,,,,,,,,,,,1,o
398,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[2]/b/i,Affiliate,399,,,,,,,,,,,,1,o
399,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[2],"” has the meaning set forth in
Rule",400,,,,,,,,,,,,1,o
400,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[2]/font,12b-2,401,,,,,,,,,,,,1,o
401,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[2],promulgated under the Exchange Act.,402,,,,,,,,,,,,1,o
402,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[3],“,403,,,,,,,,,,,,1,o
403,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[3]/b/i,Ancillary Agreements,404,,,,,,,,,,,,1,o
404,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[3],"”
means a",405,,,,,,,,,,,,1,o
405,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[3]/font,Non-Competition,406,,,,,,,,,,,,1,o
406,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[3],"Agreement, a Proprietary Information and Inventions Assignment Agreement, a Technology Transfer Assessment and Arbitration Agreement, each to be entered into with Parent.",407,,,,,,,,,,,,1,o
407,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[4],“,408,,,,,,,,,,,,1,o
408,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[4]/b/i,Anti-Corruption Laws,409,,,,,,,,,,,,1,o
409,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[4],"” means (i) the U.S. Foreign Corrupt Practices Act of 1977, as amended, (ii) the U.K.
Bribery Act 2010, as amended, and (iii) any other Applicable Legal Requirements related to anti-bribery or anti-corruption.",410,,,,,,,,,,,,1,o
410,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[5],“,411,,,,,,,,,,,,1,o
411,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[5]/b/i,Applicable Legal Requirements,412,,,,,,,,,,,,1,o
412,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[5],"” means with respect to any Person, any federal, state, foreign, local, municipal or
other law, statute, constitution, resolution, ordinance, code, permit, rule, regulation, ruling or requirement issued, enacted, adopted, promulgated, implemented or otherwise put into effect by or under the authority of any Governmental Entity and
any Orders applicable to such Person or its subsidiaries, their business or any of their respective assets or properties.",413,,,,,,,,,,,,1,o
413,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[6],“,414,,,,,,,,,,,,1,o
414,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[6]/b/i,Business,415,,,,,,,,,,,,1,o
415,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[6],"” means the business of the Company and the Subsidiaries as currently conducted, including the design,
development, manufacturing, reproduction, branding, marketing, advertising, promotion, licensing, sale, offer for sale, importation, distribution, provision and/or use of any and all Company Products in any and every applicable territory in the
world.",416,,,,,,,,,,,,1,o
416,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[7],“,417,,,,,,,,,,,,1,o
417,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[7]/b/i,Business Day,418,,,,,,,,,,,,1,o
418,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[7],"” means a day (i) other than Saturday or Sunday and (ii) on which commercial banks
are open for business in San Francisco, California.",419,,,,,,,,,,,,1,o
419,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[8],“,420,,,,,,,,,,,,1,o
420,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[8]/b[1]/i/font,Cash-Out,421,,,,,,,,,,,,1,o
421,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[8]/b[1]/i,Amount,422,,,,,,,,,,,,1,o
422,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[8],"”
means: (i) with respect to (A) a Vested Company Option or (B) an Unvested Company Option, to the extent such Unvested Company Option would have become vested under the vesting schedule in place for such award immediately prior to or
at the Effective Time (each such amount that would have become vested, an “",423,,,,,,,,,,,,1,o
423,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[8]/b[2]/i,Option,424,,,,,,,,,,,,1,o
424,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[8]/b[3]/i,Vesting Portion,425,,,,,,,,,,,,1,o
425,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[8],"”), an amount of cash, without interest, equal to (I) the number of shares of Company Common Stock subject to
such Vested Company Option or Option Vesting Portion, as applicable, multiplied by (II) the Per Share Cash Amount less the exercise price per share of such Vested Company Option or Option Vesting Portion, as applicable, in effect immediately
prior to the Effective Time;",426,,,,,,,,,,,,1,o
426,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[8]/u,provided,427,,,,,,,,,,,,1,o
427,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[8],"that if the exercise price per share of such Company Option is equal to or greater than the Per Share Cash Amount, the",428,,,,,,,,,,,,1,o
428,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[8]/font,Cash-Out,429,,,,,,,,,,,,1,o
429,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[8],"Amount for such Company Option shall
be zero, and (ii) with respect to (A) (I) a Vested Company RSU or (II) an Unvested Company RSU, to the extent such Unvested Company RSU would have become vested under the vesting schedule in place for such award immediately prior to
or at the Effective Time (each such amount that would have become vested, an “",430,,,,,,,,,,,,1,o
430,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[8]/b[4]/i,RSU,431,,,,,,,,,,,,1,o
431,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[8]/b[5]/i,Vesting Portion,432,,,,,,,,,,,,1,o
432,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[8],"”) or (B) (I) a Vested Company PSU, or (II) an Unvested Company PSU, to the extent such Unvested Company
PSU would have become vested under the vesting schedule in place for such award immediately prior to or at the Effective Time (each such amount that would have become vested, a “",433,,,,,,,,,,,,1,o
433,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[8]/b[6]/i,PSU,434,,,,,,,,,,,,1,o
434,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[8]/b[7]/i,Vesting Portion,435,,,,,,,,,,,,1,o
435,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[8],"”), an amount
of cash, without interest, equal to (x) the number of shares of Company Common Stock issuable upon settlement of such Vested Company RSU, RSU Vesting Portion, Vested Company PSU or PSU Vesting Portion, as applicable, multiplied by (y) the
Per Share Cash Amount.",436,,,,,,,,,,,,1,o
436,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[9],“,437,,,,,,,,,,,,1,o
437,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[9]/b/i,Code,438,,,,,,,,,,,,1,o
438,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[9],"” means the Internal Revenue Code of 1986, as amended.",439,,,,,,,,,,,,1,o
439,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[11],2,440,/html/body/document/type/sequence/filename/description/text/center[7]/div/p[11],2,n,16.0,"[0.08352864711559294, 0.4976833333333333, 0.00463325, 0.00029543261182124356]",1.0,65.0,0.08352864711559294,0.4976833333333333,0.00463325,0.00029543261182124356,0,s_n
440,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[1],“,441,,,,,,,,,,,,1,o
441,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[1]/b/i,Company Capital Stock,442,,,,,,,,,,,,1,o
442,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[1],"” means the Company Common Stock and the
Company Preferred Stock.",443,,,,,,,,,,,,1,o
443,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[2],“,444,,,,,,,,,,,,1,o
444,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[2]/b/i,Company Common Stock,445,,,,,,,,,,,,1,o
445,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[2],"” means the common stock, par value $0.0001 per share, of the
Company.",446,,,,,,,,,,,,1,o
446,/html/body/document/type/sequence/filename/description/text/center[8]/div/p[3],“,447,,,,,,,,,,,,1,o
